Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"BX","BLACKSTONE INC","Financials","Equity","7,630,775.25","0.11","7,630,775.25","64,695.00","117.95","United States","New York Stock Exchange Inc.","USD"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","7,622,916.21","0.11","7,622,916.21","168,555.00","45.23","Singapore","Singapore Exchange","SGD"
"DG","VINCI SA","Industrials","Equity","7,620,134.20","0.11","7,620,134.20","45,371.00","167.95","France","Nyse Euronext - Euronext Paris","EUR"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","7,608,431.84","0.11","7,608,431.84","14,468.00","525.88","United States","New York Stock Exchange Inc.","USD"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Equity","7,576,913.76","0.11","7,576,913.76","266,945.00","28.38","Australia","Asx - All Markets","AUD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","7,539,455.17","0.11","7,539,455.17","61,997.00","121.61","United States","New York Stock Exchange Inc.","USD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","7,474,583.44","0.11","7,474,583.44","64,088.00","116.63","United States","New York Stock Exchange Inc.","USD"
"8001","ITOCHU CORP","Industrials","Equity","7,463,661.24","0.11","7,463,661.24","523,900.00","14.25","Japan","Tokyo Stock Exchange","JPY"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","7,446,807.94","0.11","7,446,807.94","21,242.00","350.57","United States","NASDAQ","USD"
"CMI","CUMMINS INC","Industrials","Equity","7,384,897.27","0.11","7,384,897.27","12,557.00","588.11","United States","New York Stock Exchange Inc.","USD"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","7,305,040.80","0.10","7,305,040.80","11,286.00","647.26","Germany","Xetra","EUR"
"CSX","CSX CORP","Industrials","Equity","7,254,892.95","0.10","7,254,892.95","170,103.00","42.65","United States","NASDAQ","USD"
"9983","FAST RETAILING LTD","Consumer Discretionary","Equity","7,226,595.74","0.10","7,226,595.74","16,600.00","435.34","Japan","Tokyo Stock Exchange","JPY"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","7,225,585.70","0.10","7,225,585.70","14,578.00","495.65","Sweden","New York Stock Exchange Inc.","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","7,213,823.61","0.10","7,213,823.61","9,359.00","770.79","United States","NASDAQ","USD"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","7,168,464.60","0.10","7,168,464.60","24,695.00","290.28","United States","New York Stock Exchange Inc.","USD"
"ECL","ECOLAB INC","Materials","Equity","7,164,073.04","0.10","7,164,073.04","23,354.00","306.76","United States","New York Stock Exchange Inc.","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","7,159,363.20","0.10","7,159,363.20","24,057.00","297.60","United States","NASDAQ","USD"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","7,142,656.68","0.10","7,142,656.68","58,962.00","121.14","United States","New York Stock Exchange Inc.","USD"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Equity","7,134,588.50","0.10","7,134,588.50","5,033,357.00","1.42","United Kingdom","London Stock Exchange","GBP"
"6861","KEYENCE CORP","Information Technology","Equity","7,103,761.86","0.10","7,103,761.86","16,900.00","420.34","Japan","Tokyo Stock Exchange","JPY"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrials","Equity","7,083,400.76","0.10","7,083,400.76","81,299.00","87.13","Canada","Toronto Stock Exchange","CAD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","7,043,152.02","0.10","7,043,152.02","22,083.00","318.94","United States","New York Stock Exchange Inc.","USD"
"MCO","MOODYS CORP","Financials","Equity","6,985,877.90","0.10","6,985,877.90","14,570.00","479.47","United States","New York Stock Exchange Inc.","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","6,977,794.66","0.10","6,977,794.66","76,402.00","91.33","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","6,962,544.00","0.10","6,962,544.00","16,344.00","426.00","United States","NASDAQ","USD"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","6,952,116.47","0.10","6,952,116.47","87,398.00","79.55","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"RMS","HERMES INTERNATIONAL","Consumer Discretionary","Equity","6,926,899.35","0.10","6,926,899.35","2,850.00","2,430.48","France","Nyse Euronext - Euronext Paris","EUR"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","6,916,593.48","0.10","6,916,593.48","85,612.00","80.79","United States","New York Stock Exchange Inc.","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","6,890,403.04","0.10","6,890,403.04","3,958.00","1,740.88","United States","NASDAQ","USD"
"SLB","SLB NV","Energy","Equity","6,866,294.48","0.10","6,866,294.48","133,352.00","51.49","United States","New York Stock Exchange Inc.","USD"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Equity","6,775,145.36","0.10","6,775,145.36","163,122.00","41.53","Japan","Tokyo Stock Exchange","JPY"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","6,747,469.15","0.10","6,747,469.15","14,297.00","471.95","United States","New York Stock Exchange Inc.","USD"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","6,736,089.02","0.10","6,736,089.02","21,194.00","317.83","United States","New York Stock Exchange Inc.","USD"
"CI","CIGNA","Health Care","Equity","6,704,956.30","0.10","6,704,956.30","23,215.00","288.82","United States","New York Stock Exchange Inc.","USD"
"WPM","WHEATON PRECIOUS METALS CORP","Materials","Equity","6,665,410.33","0.10","6,665,410.33","41,434.00","160.87","Canada","Toronto Stock Exchange","CAD"
"CTAS","CINTAS CORP","Industrials","Equity","6,553,352.28","0.09","6,553,352.28","33,051.00","198.28","United States","NASDAQ","USD"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","6,532,717.10","0.09","6,532,717.10","20,222.00","323.05","United States","New York Stock Exchange Inc.","USD"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","6,521,493.10","0.09","6,521,493.10","101,978.00","63.95","United States","New York Stock Exchange Inc.","USD"
"GLEN","GLENCORE PLC","Materials","Equity","6,441,578.74","0.09","6,441,578.74","907,160.00","7.10","United Kingdom","London Stock Exchange","GBP"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","6,435,931.22","0.09","6,435,931.22","4,897.00","1,314.26","United States","New York Stock Exchange Inc.","USD"
"INVE B","INVESTOR CLASS B","Financials","Equity","6,393,428.66","0.09","6,393,428.66","154,399.00","41.41","Sweden","Nasdaq Omx Nordic","SEK"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","6,382,363.72","0.09","6,382,363.72","27,068.00","235.79","United States","New York Stock Exchange Inc.","USD"
"6503","MITSUBISHI ELECTRIC CORP","Industrials","Equity","6,222,109.72","0.09","6,222,109.72","165,400.00","37.62","Japan","Tokyo Stock Exchange","JPY"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","6,160,323.84","0.09","6,160,323.84","20,116.00","306.24","United States","New York Stock Exchange Inc.","USD"
"IFX","INFINEON TECHNOLOGIES AG","Information Technology","Equity","6,132,991.66","0.09","6,132,991.66","111,142.00","55.18","Germany","Xetra","EUR"
"AON","AON PLC CLASS A","Financials","Equity","6,115,279.32","0.09","6,115,279.32","18,516.00","330.27","United States","New York Stock Exchange Inc.","USD"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","6,115,161.50","0.09","6,115,161.50","118,741.00","51.50","United States","New York Stock Exchange Inc.","USD"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","6,105,964.32","0.09","6,105,964.32","77,008.00","79.29","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","6,091,002.42","0.09","6,091,002.42","33,762.00","180.41","United States","NASDAQ","USD"
"NWG","NATWEST GROUP PLC","Financials","Equity","6,084,266.08","0.09","6,084,266.08","717,218.00","8.48","United Kingdom","London Stock Exchange","GBP"
"COR","CENCORA INC","Health Care","Equity","6,059,624.55","0.09","6,059,624.55","16,527.00","366.65","United States","New York Stock Exchange Inc.","USD"
"PRX","PROSUS NV CLASS N","Consumer Discretionary","Equity","6,038,703.93","0.09","6,038,703.93","117,336.00","51.46","Netherlands","Euronext Amsterdam","EUR"
"TRP","TC ENERGY CORP","Energy","Equity","6,032,161.69","0.09","6,032,161.69","95,729.00","63.01","Canada","Toronto Stock Exchange","CAD"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","6,031,389.69","0.09","6,031,389.69","19,269.00","313.01","United States","New York Stock Exchange Inc.","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","5,990,836.50","0.09","5,990,836.50","29,439.00","203.50","United States","NASDAQ","USD"
"DBK","DEUTSCHE BANK AG","Financials","Equity","5,983,867.33","0.09","5,983,867.33","163,393.00","36.62","Germany","Xetra","EUR"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","5,956,197.50","0.09","5,956,197.50","91,775.00","64.90","United States","NASDAQ","USD"
"ENGI","ENGIE SA","Utilities","Equity","5,943,590.84","0.09","5,943,590.84","170,592.00","34.84","France","Nyse Euronext - Euronext Paris","EUR"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","5,848,588.80","0.08","5,848,588.80","203,076.00","28.80","United States","NASDAQ","USD"
