Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"ASHOKLEY","ASHOK LEYLAND LTD","Industrials","Equity","25,488,896.04","0.46","25,488,896.04","10,934,823.00","2.33","India","National Stock Exchange Of India","INR"
"DMART","AVENUE SUPERMARTS LTD","Consumer Staples","Equity","25,290,498.28","0.45","25,290,498.28","594,803.00","42.52","India","National Stock Exchange Of India","INR"
"PFC","POWER FINANCE CORPORATION LTD","Financials","Equity","25,128,405.45","0.45","25,128,405.45","5,431,607.00","4.63","India","National Stock Exchange Of India","INR"
"VBL","VARUN BEVERAGES LTD","Consumer Staples","Equity","25,071,228.60","0.45","25,071,228.60","4,950,235.00","5.06","India","National Stock Exchange Of India","INR"
"INDUSTOWER","INDUS TOWERS LTD","Communication","Equity","24,710,677.39","0.44","24,710,677.39","4,870,583.00","5.07","India","National Stock Exchange Of India","INR"
"TATAPOWER","TATA POWER LTD","Utilities","Equity","24,420,619.40","0.44","24,420,619.40","5,836,451.00","4.18","India","National Stock Exchange Of India","INR"
"ETERNAL","ETERNAL LTD","Consumer Discretionary","Equity","24,221,727.32","0.43","24,221,727.32","8,933,484.00","2.71","India","National Stock Exchange Of India","INR"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","23,710,669.79","0.43","23,710,669.79","5,584,563.00","4.25","India","National Stock Exchange Of India","INR"
"INDHOTEL","INDIAN HOTELS LTD","Consumer Discretionary","Equity","23,649,070.59","0.42","23,649,070.59","3,157,414.00","7.49","India","National Stock Exchange Of India","INR"
"MOTHERSON","SAMVARDHANA MOTHERSON INTERNATIONA","Consumer Discretionary","Equity","23,253,772.66","0.42","23,253,772.66","15,624,143.00","1.49","India","National Stock Exchange Of India","INR"
"LUPIN","LUPIN LTD","Health Care","Equity","22,659,929.15","0.41","22,659,929.15","886,757.00","25.55","India","National Stock Exchange Of India","INR"
"INDUSINDBK","INDUSIND BANK LTD","Financials","Equity","22,373,700.63","0.40","22,373,700.63","2,108,741.00","10.61","India","National Stock Exchange Of India","INR"
"HDFCAMC","HDFC ASSET MANAGEMENT COMPANY LTD","Financials","Equity","21,642,378.64","0.39","21,642,378.64","714,505.00","30.29","India","National Stock Exchange Of India","INR"
"POLICYBZR","PB FINTECH LTD","Financials","Equity","21,402,235.05","0.38","21,402,235.05","1,276,083.00","16.77","India","National Stock Exchange Of India","INR"
"IOC","INDIAN OIL CORP LTD","Energy","Equity","21,388,815.22","0.38","21,388,815.22","10,428,226.00","2.05","India","National Stock Exchange Of India","INR"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Information Technology","Equity","21,325,162.66","0.38","21,325,162.66","405,472.00","52.59","India","National Stock Exchange Of India","INR"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Health Care","Equity","21,241,231.50","0.38","21,241,231.50","438,914.00","48.39","India","National Stock Exchange Of India","INR"
"WIPRO","WIPRO LTD","Information Technology","Equity","21,179,135.45","0.38","21,179,135.45","9,575,733.00","2.21","India","National Stock Exchange Of India","INR"
"CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS","Industrials","Equity","21,004,712.45","0.38","21,004,712.45","2,627,631.00","7.99","India","National Stock Exchange Of India","INR"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Consumer Staples","Equity","20,243,753.32","0.36","20,243,753.32","1,485,191.00","13.63","India","National Stock Exchange Of India","INR"
"GVT&D","GE VERNOVA T&D INDIA LTD","Industrials","Equity","19,873,004.21","0.36","19,873,004.21","467,535.00","42.51","India","National Stock Exchange Of India","INR"
