Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"WISE","WISE PLC CLASS A","Financials","Equity","3,138,556.45","0.06","3,138,556.45","322,785.00","9.72","United Kingdom","London Stock Exchange","GBP"
"STERV","STORA ENSO CLASS R","Materials","Equity","3,126,408.90","0.06","3,126,408.90","274,970.00","11.37","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"NTGY","NATURGY ENERGY GROUP SA","Utilities","Equity","3,114,665.14","0.06","3,114,665.14","119,519.00","26.06","Spain","Bolsa De Madrid","EUR"
"RNO","RENAULT SA","Consumer Discretionary","Equity","3,082,374.21","0.06","3,082,374.21","95,047.00","32.43","France","Nyse Euronext - Euronext Paris","EUR"
"HOT","HOCHTIEF AG","Industrials","Equity","3,077,392.00","0.06","3,077,392.00","7,640.00","402.80","Germany","Xetra","EUR"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","3,072,716.40","0.06","3,072,716.40","12,916.00","237.90","Germany","Xetra","EUR"
"INDT","INDUTRADE","Industrials","Equity","3,064,634.55","0.06","3,064,634.55","140,259.00","21.85","Sweden","Nasdaq Omx Nordic","SEK"
"GET","GETLINK","Industrials","Equity","3,049,125.87","0.06","3,049,125.87","167,811.00","18.17","France","Nyse Euronext - Euronext Paris","EUR"
"IPN","IPSEN SA","Health Care","Equity","2,971,336.50","0.06","2,971,336.50","18,513.00","160.50","France","Nyse Euronext - Euronext Paris","EUR"
"ELISA","ELISA","Communication","Equity","2,954,589.12","0.06","2,954,589.12","68,968.00","42.84","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","2,952,184.32","0.06","2,952,184.32","133,704.00","22.08","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"BARN","BARRY CALLEBAUT LTD","Consumer Staples","Equity","2,950,677.65","0.06","2,950,677.65","1,845.00","1,599.28","Switzerland","SIX Swiss Exchange","CHF"
