Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","32,548,926.88","0.11","32,548,926.88","331,861.00","98.08","United States","NASDAQ","USD"
"RIO","RIO TINTO PLC","Materials","Equity","32,475,480.97","0.11","32,475,480.97","330,042.00","98.40","United Kingdom","London Stock Exchange","GBP"
"OR","LOREAL SA","Consumer Staples","Equity","32,388,621.66","0.11","32,388,621.66","69,069.00","468.93","France","Nyse Euronext - Euronext Paris","EUR"
"CME","CME GROUP INC CLASS A","Financials","Equity","32,173,787.95","0.11","32,173,787.95","101,671.00","316.45","United States","NASDAQ","USD"
"2317","HON HAI PRECISION INDUSTRY LTD","Information Technology","Equity","31,903,997.95","0.11","31,903,997.95","4,097,760.00","7.79","Taiwan","Taiwan Stock Exchange","TWD"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Equity","31,877,189.14","0.11","31,877,189.14","712,318.00","44.75","Japan","Tokyo Stock Exchange","JPY"
"ADBE","ADOBE INC","Information Technology","Equity","31,723,592.64","0.11","31,723,592.64","122,466.00","259.04","United States","NASDAQ","USD"
"ZURN","ZURICH INSURANCE GROUP LTD","Financials","Equity","31,533,846.85","0.11","31,533,846.85","42,155.00","748.05","Switzerland","SIX Swiss Exchange","CHF"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","31,488,502.29","0.11","31,488,502.29","30,793,000.00","1.02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TMUS","T MOBILE US INC","Communication","Equity","31,447,724.70","0.11","31,447,724.70","147,538.00","213.15","United States","NASDAQ","USD"
"BMO","BANK OF MONTREAL","Financials","Equity","31,238,937.02","0.11","31,238,937.02","209,924.00","148.81","Canada","Toronto Stock Exchange","CAD"
"8058","MITSUBISHI CORP","Industrials","Equity","31,166,433.61","0.11","31,166,433.61","942,300.00","33.07","Japan","Tokyo Stock Exchange","JPY"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","30,674,364.06","0.11","30,674,364.06","68,942.00","444.93","United States","NASDAQ","USD"
"SAN","SANOFI SA","Health Care","Equity","30,405,862.63","0.11","30,405,862.63","318,632.00","95.43","France","Nyse Euronext - Euronext Paris","EUR"
"SO","SOUTHERN","Utilities","Equity","30,318,261.80","0.11","30,318,261.80","314,668.00","96.35","United States","New York Stock Exchange Inc.","USD"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","30,160,557.84","0.11","30,160,557.84","115,864.00","260.31","United States","New York Stock Exchange Inc.","USD"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","30,153,411.54","0.11","30,153,411.54","65,961.00","457.14","United States","New York Stock Exchange Inc.","USD"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","29,883,224.49","0.10","29,883,224.49","858,320.00","34.82","Australia","Asx - All Markets","AUD"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","29,883,882.93","0.10","29,883,882.93","288,315.00","103.65","Canada","Toronto Stock Exchange","CAD"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","29,846,262.70","0.10","29,846,262.70","286,209.00","104.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"9984","SOFTBANK GROUP CORP","Communication","Equity","29,819,682.13","0.10","29,819,682.13","1,108,400.00","26.90","Japan","Tokyo Stock Exchange","JPY"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","29,691,483.40","0.10","29,691,483.40","91,765.00","323.56","United States","NASDAQ","USD"
"DUK","DUKE ENERGY CORP","Utilities","Equity","29,508,765.89","0.10","29,508,765.89","228,343.00","129.23","United States","New York Stock Exchange Inc.","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","29,275,252.25","0.10","29,275,252.25","103,721.00","282.25","United States","NASDAQ","USD"
"BN","BROOKFIELD CORP CLASS A","Financials","Equity","28,718,541.56","0.10","28,718,541.56","631,831.00","45.45","Canada","Toronto Stock Exchange","CAD"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrials","Equity","28,682,345.55","0.10","28,682,345.55","913,200.00","31.41","Japan","Tokyo Stock Exchange","JPY"
"CVS","CVS HEALTH CORP","Health Care","Equity","28,631,620.25","0.10","28,631,620.25","367,025.00","78.01","United States","New York Stock Exchange Inc.","USD"
"BP.","BP PLC","Energy","Equity","28,629,427.20","0.10","28,629,427.20","4,467,081.00","6.41","United Kingdom","London Stock Exchange","GBP"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","28,468,029.98","0.10","28,468,029.98","416,321.00","68.38","United States","New York Stock Exchange Inc.","USD"
"ENEL","ENEL","Utilities","Equity","28,451,129.01","0.10","28,451,129.01","2,372,510.00","11.99","Italy","Borsa Italiana","EUR"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Equity","28,272,905.11","0.10","28,272,905.11","932,205.00","30.33","Australia","Asx - All Markets","AUD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","28,201,616.24","0.10","28,201,616.24","654,665.00","43.08","Canada","Toronto Stock Exchange","CAD"
