Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"HSBFT","CASH COLLATERAL USD HSBFT","Cash and/or Derivatives","Cash Collateral and Margins","4,648,000.00","0.02","4,648,000.00","4,648,000.00","100.00","United States","-","USD"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","4,565,278.90","0.02","4,565,278.90","90,545.00","50.42","United States","NASDAQ","USD"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","4,549,110.97","0.02","4,549,110.97","11,393.00","399.29","United States","NASDAQ","USD"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","4,537,360.52","0.02","4,537,360.52","72,182.00","62.86","United States","New York Stock Exchange Inc.","USD"
"CG","CARLYLE GROUP INC","Financials","Equity","4,494,529.34","0.02","4,494,529.34","82,529.00","54.46","United States","NASDAQ","USD"
"TOST","TOAST INC CLASS A","Financials","Equity","4,471,329.75","0.02","4,471,329.75","161,129.00","27.75","United States","New York Stock Exchange Inc.","USD"
"WSO","WATSCO INC","Industrials","Equity","4,411,631.98","0.02","4,411,631.98","10,742.00","410.69","United States","New York Stock Exchange Inc.","USD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","4,408,081.20","0.02","4,408,081.20","84,446.00","52.20","United States","New York Stock Exchange Inc.","USD"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","4,388,185.76","0.02","4,388,185.76","20,744.00","211.54","United States","New York Stock Exchange Inc.","USD"
"HUBS","HUBSPOT INC","Information Technology","Equity","4,371,237.08","0.02","4,371,237.08","16,279.00","268.52","United States","New York Stock Exchange Inc.","USD"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","4,331,000.18","0.02","4,331,000.18","54,526.00","79.43","United States","NASDAQ","USD"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","4,292,266.09","0.02","4,292,266.09","274,969.00","15.61","United States","NASDAQ","USD"
