period_start,isin,api_name,amount,individuals,count
2021-02-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1153849.14,27112,30123
2021-02-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,2689992.03,81524,90874
2021-02-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,1893251.44,54499,61264
2021-02-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,172034.91,4680,5250
2021-02-01,EE3600019733,Swedbanki pensionifond Konservatiivne,242621.33,4464,4953
2021-02-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,735226.99,14083,16630
2021-02-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,30474.52,557,634
2021-03-01,EE3600019832,LHV Pensionifond Ettevõtlik,2431172.2,60560,71896
2021-03-01,EE3600109401,LHV Pensionifond Indeks,210930.54,4081,5614
2021-03-01,EE3600019766,LHV Pensionifond Julge,952648.82,23622,30126
2021-03-01,EE3600019782,LHV Pensionifond Rahulik,103215.58,1947,2695
2021-03-01,EE3600001723,LHV Pensionifond Roheline,185016.71,4165,5413
2021-03-01,EE3600019824,LHV Pensionifond S,193330.59,3937,5002
2021-03-01,EE3600019774,LHV Pensionifond Tasakaalukas,449889.59,8845,10203
2021-03-01,EE3600103503,Luminor 16-50 pensionifond,236212.69,5404,6760
2021-03-01,EE3600098430,Luminor 50-56 pensionifond,629637.63,14834,17680
2021-03-01,EE3600098448,Luminor 56+ pensionifond,74915.85,1460,1685
2021-03-01,EE3600098455,Luminor 61-65 pensionifond,94304.45,1827,2543
2021-03-01,EE3600103297,SEB Energiline Pensionifond,737782.28,19148,24831
2021-03-01,EE3600001699,SEB pensionifond 18+,30586.48,772,957
2021-03-01,EE3600019725,SEB pensionifond 55+,1701546.61,45113,53090
2021-03-01,EE3600098612,SEB pensionifond 60+,129204.76,3215,3773
2021-03-01,EE3600019717,SEB pensionifond 65+,245226.85,5339,6659
2021-03-01,EE3600109427,SEB pensionifond indeks,309190.06,6560,9725
2021-03-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1050335.15,24535,27763
2021-03-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,2476424.79,71717,83048
2021-03-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,2292735.06,59704,78094
2021-03-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,474760.35,12126,19235
2021-03-01,EE3600019733,Swedbanki pensionifond Konservatiivne,267687.68,5130,6441
2021-03-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,874265.14,16635,22277
2021-03-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,54624.82,1030,1559
2021-04-01,EE3600019832,LHV Pensionifond Ettevõtlik,3010400.04,70144,92129
2021-04-01,EE3600109401,LHV Pensionifond Indeks,243345.05,4787,6016
2021-04-01,EE3600019766,LHV Pensionifond Julge,1104679.37,26682,34973
2021-04-01,EE3600019782,LHV Pensionifond Rahulik,99757.11,2000,2531
2021-04-01,EE3600001723,LHV Pensionifond Roheline,221872.67,4639,6085
2021-04-01,EE3600019824,LHV Pensionifond S,201713.4,4233,5399
2021-04-01,EE3600019774,LHV Pensionifond Tasakaalukas,531132.6,9783,12715
2021-04-01,EE3600103503,Luminor 16-50 pensionifond,286151.01,6217,8298
2021-04-01,EE3600098430,Luminor 50-56 pensionifond,784942.07,17262,22906
2021-04-01,EE3600098448,Luminor 56+ pensionifond,94683.58,1671,2206
2021-04-01,EE3600098455,Luminor 61-65 pensionifond,94027.05,1906,2424
2021-04-01,EE3600103297,SEB Energiline Pensionifond,827191.46,21874,28432
2021-04-01,EE3600001699,SEB pensionifond 18+,39631.52,987,1248
2021-04-01,EE3600019725,SEB pensionifond 55+,2057531.07,52173,67365
2021-04-01,EE3600098612,SEB pensionifond 60+,153112.72,3640,4621
2021-04-01,EE3600019717,SEB pensionifond 65+,261490.2,5820,7330
2021-04-01,EE3600109427,SEB pensionifond indeks,296669.51,7064,8677
2021-04-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1263462.15,27486,34800
2021-04-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,3143307.8,84637,109061
2021-04-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,2576809.16,68118,88343
2021-04-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,433879.7,12988,15944
2021-04-01,EE3600019733,Swedbanki pensionifond Konservatiivne,295026.27,5477,6765
2021-04-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,998512.83,18352,23973
2021-04-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,45316.46,1034,1278
2021-05-01,EE3600019832,LHV Pensionifond Ettevõtlik,2805153.76,70094,84471
2021-05-01,EE3600109401,LHV Pensionifond Indeks,246253.88,5127,5981
2021-05-01,EE3600019766,LHV Pensionifond Julge,1024021.61,26808,32303
2021-05-01,EE3600019782,LHV Pensionifond Rahulik,98541.16,2037,2401
2021-05-01,EE3600001723,LHV Pensionifond Roheline,211840.8,4669,5647
2021-05-01,EE3600019824,LHV Pensionifond S,192898.34,4198,4979
2021-05-01,EE3600019774,LHV Pensionifond Tasakaalukas,516759.49,9719,11770
2021-05-01,EE3600103503,Luminor 16-50 pensionifond,270860.38,6313,7708
2021-05-01,EE3600098430,Luminor 50-56 pensionifond,745401.97,17310,21085
2021-05-01,EE3600098448,Luminor 56+ pensionifond,86697.0,1656,1990
2021-05-01,EE3600098455,Luminor 61-65 pensionifond,93674.31,1925,2297
2021-05-01,EE3600103297,SEB Energiline Pensionifond,775773.01,22054,26432
2021-05-01,EE3600001699,SEB pensionifond 18+,38857.18,1027,1203
2021-05-01,EE3600019725,SEB pensionifond 55+,1976826.88,52270,62119
2021-05-01,EE3600098612,SEB pensionifond 60+,147791.05,3618,4281
2021-05-01,EE3600019717,SEB pensionifond 65+,254246.39,5798,6795
2021-05-01,EE3600109427,SEB pensionifond indeks,297109.26,7445,8625
2021-05-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1224653.53,27418,32306
2021-05-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,2962021.93,84857,100438
2021-05-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,2440676.59,68743,82367
2021-05-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,428406.98,13497,15842
2021-05-01,EE3600019733,Swedbanki pensionifond Konservatiivne,281067.02,5481,6400
2021-05-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,979853.08,18519,22572
2021-05-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,45642.52,1023,1188
2021-06-01,EE3600019832,LHV Pensionifond Ettevõtlik,2703596.32,70047,84909
2021-06-01,EE3600109401,LHV Pensionifond Indeks,234323.38,5407,6324
2021-06-01,EE3600019766,LHV Pensionifond Julge,1005631.65,26920,32799
2021-06-01,EE3600019782,LHV Pensionifond Rahulik,92098.15,2024,2392
2021-06-01,EE3600001723,LHV Pensionifond Roheline,224274.52,5159,6348
2021-06-01,EE3600019824,LHV Pensionifond S,188342.71,4171,4940
2021-06-01,EE3600019774,LHV Pensionifond Tasakaalukas,488843.62,9642,11721
2021-06-01,EE3600103503,Luminor 16-50 pensionifond,273161.57,6673,8190
2021-06-01,EE3600098430,Luminor 50-56 pensionifond,711064.72,17400,21253
2021-06-01,EE3600098448,Luminor 56+ pensionifond,85063.9,1704,2045
2021-06-01,EE3600098455,Luminor 61-65 pensionifond,90206.82,1953,2335
2021-06-01,EE3600001806,Luminor Indeks Pensionifond,161.63,1,1
2021-06-01,EE3600103297,SEB Energiline Pensionifond,774783.59,22224,26765
2021-06-01,EE3600001699,SEB pensionifond 18+,41720.15,1097,1307
2021-06-01,EE3600019725,SEB pensionifond 55+,1882501.98,52057,61992
2021-06-01,EE3600098612,SEB pensionifond 60+,144449.69,3604,4285
2021-06-01,EE3600019717,SEB pensionifond 65+,244824.04,5762,6795
2021-06-01,EE3600109427,SEB pensionifond indeks,298479.73,7757,9029
2021-06-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1183782.43,27343,32365
2021-06-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,2866250.26,84891,100921
2021-06-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,2400502.02,69255,83751
2021-06-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,440295.89,14214,16814
2021-06-01,EE3600019733,Swedbanki pensionifond Konservatiivne,276606.25,5476,6420
2021-06-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,911140.64,18550,22799
2021-06-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,45611.64,1023,1191
2021-07-01,EE3600019832,LHV Pensionifond Ettevõtlik,2809936.85,69599,82296
2021-07-01,EE3600109401,LHV Pensionifond Indeks,257790.85,5906,6749
2021-07-01,EE3600019766,LHV Pensionifond Julge,1045404.19,26990,31835
2021-07-01,EE3600019782,LHV Pensionifond Rahulik,100112.61,2053,2378
2021-07-01,EE3600001723,LHV Pensionifond Roheline,235293.06,5797,6885
2021-07-01,EE3600019824,LHV Pensionifond S,200941.64,4163,4819
2021-07-01,EE3600019774,LHV Pensionifond Tasakaalukas,524274.9,9553,11328
2021-07-01,EE3600103503,Luminor 16-50 pensionifond,306302.96,7341,8762
2021-07-01,EE3600098430,Luminor 50-56 pensionifond,752779.35,17568,20995
2021-07-01,EE3600098448,Luminor 56+ pensionifond,95097.59,1786,2136
2021-07-01,EE3600098455,Luminor 61-65 pensionifond,101331.83,2019,2360
2021-07-01,EE3600001806,Luminor Indeks Pensionifond,3391.51,70,85
2021-07-01,EE3600103297,SEB Energiline Pensionifond,799379.86,22448,26191
2021-07-01,EE3600001699,SEB pensionifond 18+,43723.52,1156,1330
2021-07-01,EE3600019725,SEB pensionifond 55+,1968579.55,52035,60518
2021-07-01,EE3600098612,SEB pensionifond 60+,156911.72,3631,4237
2021-07-01,EE3600019717,SEB pensionifond 65+,265726.91,5800,6669
2021-07-01,EE3600109427,SEB pensionifond indeks,325498.64,8391,9493
2021-07-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1260950.3,27231,31492
2021-07-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,2992717.37,85045,98454
2021-07-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,2478192.16,69769,81422
2021-07-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,488481.91,15588,17674
2021-07-01,EE3600019733,Swedbanki pensionifond Konservatiivne,291915.42,5427,6231
2021-07-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,954820.72,18789,22668
2021-07-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,44668.87,1015,1171
2021-08-01,EE3600019832,LHV Pensionifond Ettevõtlik,2736403.74,68477,78067
2021-08-01,EE3600109401,LHV Pensionifond Indeks,269638.2,6559,7284
2021-08-01,EE3600019766,LHV Pensionifond Julge,1027295.24,26895,30596
2021-08-01,EE3600019782,LHV Pensionifond Rahulik,90890.43,2006,2226
2021-08-01,EE3600001723,LHV Pensionifond Roheline,253635.9,6468,7416
2021-08-01,EE3600019824,LHV Pensionifond S,186513.9,4039,4526
2021-08-01,EE3600019774,LHV Pensionifond Tasakaalukas,501071.99,9325,10619
2021-08-01,EE3600103503,Luminor 16-50 pensionifond,317696.77,7791,8949
2021-08-01,EE3600098430,Luminor 50-56 pensionifond,750824.82,17571,20192
2021-08-01,EE3600098448,Luminor 56+ pensionifond,96788.2,1863,2146
2021-08-01,EE3600098455,Luminor 61-65 pensionifond,100404.67,2037,2306
2021-08-01,EE3600001806,Luminor Indeks Pensionifond,7266.29,198,229
2021-08-01,EE3600103297,SEB Energiline Pensionifond,797942.33,22606,25582
2021-08-01,EE3600001699,SEB pensionifond 18+,45173.37,1209,1358
2021-08-01,EE3600019725,SEB pensionifond 55+,1923696.31,51553,57764
2021-08-01,EE3600098612,SEB pensionifond 60+,153485.36,3624,4081
2021-08-01,EE3600019717,SEB pensionifond 65+,247664.34,5723,6336
2021-08-01,EE3600109427,SEB pensionifond indeks,331548.91,9166,10107
2021-08-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1219966.96,26906,30033
2021-08-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,2940553.89,84245,93850
2021-08-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,2493671.09,70316,79317
2021-08-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,526894.67,17566,19422
2021-08-01,EE3600019733,Swedbanki pensionifond Konservatiivne,281460.67,5391,5984
2021-08-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,956393.33,19098,22190
2021-08-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,45599.08,1036,1160
2021-09-01,EE3600019832,LHV Pensionifond Ettevõtlik,2047502.12,51437,58676
2021-09-01,EE3600109401,LHV Pensionifond Indeks,267451.05,6568,7289
2021-09-01,EE3600019766,LHV Pensionifond Julge,763142.82,20262,22982
2021-09-01,EE3600019782,LHV Pensionifond Rahulik,75562.48,1674,1864
2021-09-01,EE3600001723,LHV Pensionifond Roheline,238231.06,6258,7188
2021-09-01,EE3600019824,LHV Pensionifond S,157451.29,3442,3836
2021-09-01,EE3600019774,LHV Pensionifond Tasakaalukas,427827.86,8136,9249
2021-09-01,EE3600103503,Luminor 16-50 pensionifond,247487.64,6273,7224
2021-09-01,EE3600098430,Luminor 50-56 pensionifond,533477.03,12977,14868
2021-09-01,EE3600098448,Luminor 56+ pensionifond,80485.84,1585,1807
2021-09-01,EE3600098455,Luminor 61-65 pensionifond,87267.1,1849,2054
2021-09-01,EE3600001806,Luminor Indeks Pensionifond,7239.44,219,241
2021-09-01,EE3600103297,SEB Energiline Pensionifond,560022.66,16173,18230
2021-09-01,EE3600001699,SEB pensionifond 18+,40974.18,1123,1260
2021-09-01,EE3600019725,SEB pensionifond 55+,1356907.94,36428,40913
2021-09-01,EE3600098612,SEB pensionifond 60+,117319.69,2660,2999
2021-09-01,EE3600019717,SEB pensionifond 65+,192683.05,4435,4938
2021-09-01,EE3600109427,SEB pensionifond indeks,327159.08,8995,9863
2021-09-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1027831.12,22533,25097
2021-09-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,2024035.83,58042,64917
2021-09-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,1779726.16,51077,57533
2021-09-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,516215.67,17215,18960
2021-09-01,EE3600019733,Swedbanki pensionifond Konservatiivne,231425.73,4340,4809
2021-09-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,886118.28,18047,20956
2021-09-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,37958.32,914,1021
2021-10-01,EE3600019832,LHV Pensionifond Ettevõtlik,5181069.0,51415,60167
2021-10-01,EE3600109401,LHV Pensionifond Indeks,753070.64,6853,7734
2021-10-01,EE3600019766,LHV Pensionifond Julge,1984967.29,20357,23664
2021-10-01,EE3600019782,LHV Pensionifond Rahulik,134913.26,1478,1677
2021-10-01,EE3600001723,LHV Pensionifond Roheline,668945.85,6718,7933
2021-10-01,EE3600019824,LHV Pensionifond S,262597.53,3068,3491
2021-10-01,EE3600019774,LHV Pensionifond Tasakaalukas,623847.06,7122,8293
2021-10-01,EE3600103503,Luminor 16-50 pensionifond,663361.9,6626,7797
2021-10-01,EE3600098430,Luminor 50-56 pensionifond,1417905.88,13075,15324
2021-10-01,EE3600098448,Luminor 56+ pensionifond,145519.46,1503,1781
2021-10-01,EE3600098455,Luminor 61-65 pensionifond,151699.66,1733,1948
2021-10-01,EE3600001806,Luminor Indeks Pensionifond,22131.44,222,257
2021-10-01,EE3600103297,SEB Energiline Pensionifond,1399689.47,16209,18765
2021-10-01,EE3600001699,SEB pensionifond 18+,122729.1,1225,1384
2021-10-01,EE3600019725,SEB pensionifond 55+,3264903.7,35991,41365
2021-10-01,EE3600098612,SEB pensionifond 60+,191459.6,2352,2718
2021-10-01,EE3600019717,SEB pensionifond 65+,326284.17,3867,4381
2021-10-01,EE3600109427,SEB pensionifond indeks,906069.57,9035,10189
2021-10-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1495531.33,19083,21616
2021-10-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5454842.44,58902,67464
2021-10-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4587701.19,51768,59754
2021-10-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,1438977.03,17612,19874
2021-10-01,EE3600019733,Swedbanki pensionifond Konservatiivne,286236.51,3363,3794
2021-10-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,2422112.8,18516,21990
2021-10-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,86868.76,893,1034
2021-11-01,EE3600019832,LHV Pensionifond Ettevõtlik,5200942.83,50689,59550
2021-11-01,EE3600109401,LHV Pensionifond Indeks,795257.02,7246,8256
2021-11-01,EE3600019766,LHV Pensionifond Julge,1991796.57,20134,23563
2021-11-01,EE3600019782,LHV Pensionifond Rahulik,127806.75,1452,1632
2021-11-01,EE3600001723,LHV Pensionifond Roheline,720841.24,7106,8427
2021-11-01,EE3600019824,LHV Pensionifond S,260610.49,2993,3399
2021-11-01,EE3600019774,LHV Pensionifond Tasakaalukas,610410.03,6913,8009
2021-11-01,EE3600103503,Luminor 16-50 pensionifond,699907.0,6802,8088
2021-11-01,EE3600098430,Luminor 50-56 pensionifond,1415129.06,12907,15265
2021-11-01,EE3600098448,Luminor 56+ pensionifond,144542.05,1493,1743
2021-11-01,EE3600098455,Luminor 61-65 pensionifond,154391.23,1767,2003
2021-11-01,EE3600001806,Luminor Indeks Pensionifond,23469.72,227,265
2021-11-01,EE3600103297,SEB Energiline Pensionifond,1410945.58,16100,18687
2021-11-01,EE3600001699,SEB pensionifond 18+,129633.3,1269,1458
2021-11-01,EE3600019725,SEB pensionifond 55+,3255700.66,35393,40835
2021-11-01,EE3600098612,SEB pensionifond 60+,181320.96,2304,2671
2021-11-01,EE3600019717,SEB pensionifond 65+,312718.51,3764,4265
2021-11-01,EE3600109427,SEB pensionifond indeks,934607.95,9234,10454
2021-11-01,EE3600001814,Swedbank Pensionifond Indeks,43899.53,297,343
2021-11-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1463549.44,18441,20862
2021-11-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5458044.58,58269,66968
2021-11-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4672813.94,51779,59942
2021-11-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,1508055.25,18068,20588
2021-11-01,EE3600019733,Swedbanki pensionifond Konservatiivne,272539.12,3290,3715
2021-11-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,2500078.55,18695,22423
2021-11-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,89425.22,875,1001
2021-12-01,EE3600019832,LHV Pensionifond Ettevõtlik,5153415.68,49992,59532
2021-12-01,EE3600109401,LHV Pensionifond Indeks,874489.42,7791,8934
2021-12-01,EE3600019766,LHV Pensionifond Julge,1992243.89,19921,23796
2021-12-01,EE3600019782,LHV Pensionifond Rahulik,127352.62,1400,1603
2021-12-01,EE3600001723,LHV Pensionifond Roheline,750098.0,7442,8936
2021-12-01,EE3600019824,LHV Pensionifond S,259583.66,2922,3377
2021-12-01,EE3600019774,LHV Pensionifond Tasakaalukas,596522.86,6732,7942
2021-12-01,EE3600103503,Luminor 16-50 pensionifond,703918.07,6794,8182
2021-12-01,EE3600098430,Luminor 50-56 pensionifond,1382925.58,12737,15206
2021-12-01,EE3600098448,Luminor 56+ pensionifond,142406.16,1481,1760
2021-12-01,EE3600098455,Luminor 61-65 pensionifond,150458.89,1720,1980
2021-12-01,EE3600001806,Luminor Indeks Pensionifond,25985.37,250,292
2021-12-01,EE3600103297,SEB Energiline Pensionifond,1429058.76,16155,19026
2021-12-01,EE3600001699,SEB pensionifond 18+,135723.33,1351,1572
2021-12-01,EE3600019725,SEB pensionifond 55+,3221618.34,35094,41114
2021-12-01,EE3600098612,SEB pensionifond 60+,176754.73,2240,2633
2021-12-01,EE3600019717,SEB pensionifond 65+,296438.98,3675,4224
2021-12-01,EE3600109427,SEB pensionifond indeks,989856.07,9712,11083
2021-12-01,EE3600001814,Swedbank Pensionifond Indeks,91636.39,639,749
2021-12-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1430030.75,18185,21016
2021-12-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5426197.82,57966,67577
2021-12-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4734620.02,52151,61415
2021-12-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,1617804.97,18961,21917
2021-12-01,EE3600019733,Swedbanki pensionifond Konservatiivne,268557.18,3196,3697
2021-12-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,2588259.71,19222,23354
2021-12-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,86457.27,866,1006
2022-01-01,EE3600019832,LHV Pensionifond Ettevõtlik,5697566.66,48753,58833
2022-01-01,EE3600109401,LHV Pensionifond Indeks,993586.91,8099,9502
2022-01-01,EE3600019766,LHV Pensionifond Julge,2158606.73,19330,23612
2022-01-01,EE3600019782,LHV Pensionifond Rahulik,139595.97,1376,1622
2022-01-01,EE3600001723,LHV Pensionifond Roheline,817342.59,7400,9106
2022-01-01,EE3600019824,LHV Pensionifond S,283884.19,2824,3298
2022-01-01,EE3600019774,LHV Pensionifond Tasakaalukas,669447.73,6659,7895
2022-01-01,EE3600103503,Luminor 16-50 pensionifond,764030.55,6687,8221
2022-01-01,EE3600098430,Luminor 50-56 pensionifond,1520559.32,12373,14936
2022-01-01,EE3600098448,Luminor 56+ pensionifond,162448.84,1461,1758
2022-01-01,EE3600098455,Luminor 61-65 pensionifond,168750.06,1711,2009
2022-01-01,EE3600001806,Luminor Indeks Pensionifond,30451.69,246,303
2022-01-01,EE3600103297,SEB Energiline Pensionifond,1540424.78,15580,18653
2022-01-01,EE3600001699,SEB pensionifond 18+,154831.2,1386,1610
2022-01-01,EE3600019725,SEB pensionifond 55+,3561977.66,33839,39992
2022-01-01,EE3600098612,SEB pensionifond 60+,197998.26,2170,2562
2022-01-01,EE3600019717,SEB pensionifond 65+,332858.87,3587,4148
2022-01-01,EE3600109427,SEB pensionifond indeks,1123809.01,9980,11589
2022-01-01,EE3600001814,Swedbank Pensionifond Indeks,129534.59,788,926
2022-01-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1620213.55,17903,20747
2022-01-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5976140.49,56172,65721
2022-01-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,5167079.29,50659,60775
2022-01-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,1849729.44,19613,23110
2022-01-01,EE3600019733,Swedbanki pensionifond Konservatiivne,299533.9,3153,3638
2022-01-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,2937345.36,19548,24383
2022-01-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,92744.4,855,1002
2022-02-01,EE3600019832,LHV Pensionifond Ettevõtlik,5066432.11,47397,55148
2022-02-01,EE3600109401,LHV Pensionifond Indeks,963522.14,8370,9476
2022-02-01,EE3600019766,LHV Pensionifond Julge,1976094.01,18784,21829
2022-02-01,EE3600019782,LHV Pensionifond Rahulik,118908.39,1256,1415
2022-02-01,EE3600001723,LHV Pensionifond Roheline,750445.14,7192,8413
2022-02-01,EE3600019824,LHV Pensionifond S,241541.64,2646,3001
2022-02-01,EE3600019774,LHV Pensionifond Tasakaalukas,579162.51,6287,7207
2022-02-01,EE3600103503,Luminor 16-50 pensionifond,722471.97,6883,8126
2022-02-01,EE3600098430,Luminor 50-56 pensionifond,1357015.87,12125,14152
2022-02-01,EE3600098448,Luminor 56+ pensionifond,140740.13,1430,1648
2022-02-01,EE3600098455,Luminor 61-65 pensionifond,153846.72,1702,1956
2022-02-01,EE3600001806,Luminor Indeks Pensionifond,32681.31,251,308
2022-02-01,EE3600103297,SEB Energiline Pensionifond,1402490.73,15232,17571
2022-02-01,EE3600001699,SEB pensionifond 18+,153690.51,1457,1687
2022-02-01,EE3600019725,SEB pensionifond 55+,3125313.68,32760,37490
2022-02-01,EE3600098612,SEB pensionifond 60+,170119.05,2060,2375
2022-02-01,EE3600019717,SEB pensionifond 65+,280516.26,3312,3739
2022-02-01,EE3600109427,SEB pensionifond indeks,1093720.3,10374,11733
2022-02-01,EE3600001814,Swedbank Pensionifond Indeks,137949.57,933,1084
2022-02-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1386331.9,16833,18911
2022-02-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5322274.13,55178,62776
2022-02-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4727496.33,49577,56960
2022-02-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,1844585.4,20733,23444
2022-02-01,EE3600019733,Swedbanki pensionifond Konservatiivne,262590.15,2940,3303
2022-02-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,2810231.75,19536,23413
2022-02-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,81960.34,807,917
2022-03-01,EE3600019832,LHV Pensionifond Ettevõtlik,5017295.59,47718,56501
2022-03-01,EE3600109401,LHV Pensionifond Indeks,976088.42,8655,10053
2022-03-01,EE3600019766,LHV Pensionifond Julge,1951587.79,19033,22732
2022-03-01,EE3600019782,LHV Pensionifond Rahulik,115530.86,1243,1418
2022-03-01,EE3600001723,LHV Pensionifond Roheline,731365.77,7183,8677
2022-03-01,EE3600019824,LHV Pensionifond S,238332.19,2641,3049
2022-03-01,EE3600019774,LHV Pensionifond Tasakaalukas,556983.93,6255,7263
2022-03-01,EE3600103503,Luminor 16-50 pensionifond,730558.34,7093,8515
2022-03-01,EE3600098430,Luminor 50-56 pensionifond,1354670.21,12241,14526
2022-03-01,EE3600098448,Luminor 56+ pensionifond,135670.13,1445,1707
2022-03-01,EE3600098455,Luminor 61-65 pensionifond,149344.59,1711,1986
2022-03-01,EE3600001806,Luminor Indeks Pensionifond,28167.79,246,300
2022-03-01,EE3600103297,SEB Energiline Pensionifond,1396271.2,15335,18032
2022-03-01,EE3600001699,SEB pensionifond 18+,154873.48,1473,1716
2022-03-01,EE3600019725,SEB pensionifond 55+,3097470.21,32777,38090
2022-03-01,EE3600098612,SEB pensionifond 60+,168214.99,2050,2384
2022-03-01,EE3600019717,SEB pensionifond 65+,282023.48,3346,3842
2022-03-01,EE3600109427,SEB pensionifond indeks,1090338.58,10578,12152
2022-03-01,EE3600001814,Swedbank Pensionifond Indeks,173578.79,1327,1523
2022-03-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1351326.52,16762,19044
2022-03-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5264174.6,55473,64078
2022-03-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4679199.61,49964,58748
2022-03-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,1787227.93,21041,24304
2022-03-01,EE3600019733,Swedbanki pensionifond Konservatiivne,252668.22,2922,3336
2022-03-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,2765707.59,19766,23969
2022-03-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,82957.48,819,952
