period_start,isin,api_name,amount,individuals,count
2023-04-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4422771.01,39379,46134
2023-04-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,18717.55,319,352
2023-04-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,3393259.69,32365,37444
2023-04-01,EE3600019733,Swedbanki pensionifond Konservatiivne,239875.6,2379,2709
2023-04-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3544402.04,21519,26208
2023-04-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,78963.03,675,759
2023-05-01,EE3600019832,LHV Pensionifond Ettevõtlik,5693914.96,43260,51215
2023-05-01,EE3600109401,LHV Pensionifond Indeks,1507114.48,12365,14167
2023-05-01,EE3600019766,LHV Pensionifond Julge,2299936.47,17936,21263
2023-05-01,EE3600019782,LHV Pensionifond Rahulik,104542.51,932,1053
2023-05-01,EE3600001723,LHV Pensionifond Roheline,691340.72,5473,6500
2023-05-01,EE3600019824,LHV Pensionifond S,220021.26,2009,2281
2023-05-01,EE3600019774,LHV Pensionifond Tasakaalukas,613983.12,5447,6343
2023-05-01,EE3600103503,Luminor 16-50 pensionifond,764201.75,6149,7353
2023-05-01,EE3600098430,Luminor 50-56 pensionifond,1217564.94,8900,10588
2023-05-01,EE3600098448,Luminor 56+ pensionifond,119516.79,1012,1177
2023-05-01,EE3600098455,Luminor 61-65 pensionifond,127507.03,1197,1377
2023-05-01,EE3600001806,Luminor Indeks Pensionifond,28709.44,176,224
2023-05-01,EE3600103297,SEB Energiline Pensionifond,1392065.62,12472,14681
2023-05-01,EE3600001699,SEB pensionifond 18+,225157.84,1884,2169
2023-05-01,EE3600019725,SEB pensionifond 55+,3032618.88,25533,29596
2023-05-01,EE3600098612,SEB pensionifond 60+,161305.17,1579,1828
2023-05-01,EE3600019717,SEB pensionifond 65+,256918.17,2496,2839
2023-05-01,EE3600109427,SEB pensionifond indeks,1829833.24,15649,17903
2023-05-01,EE3600001814,Swedbank Pensionifond Indeks,636887.57,6299,7022
2023-05-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1616198.31,15787,17993
2023-05-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5318051.5,43774,50504
2023-05-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4573097.17,38570,45274
2023-05-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,29162.22,464,522
2023-05-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,3650926.51,32790,38066
2023-05-01,EE3600019733,Swedbanki pensionifond Konservatiivne,247461.62,2314,2616
2023-05-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3729065.69,21483,26113
2023-05-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,83030.27,658,746
2023-06-01,EE3600019832,LHV Pensionifond Ettevõtlik,5404799.79,42930,50705
2023-06-01,EE3600109401,LHV Pensionifond Indeks,1446455.91,12543,14516
2023-06-01,EE3600019766,LHV Pensionifond Julge,2211888.37,17946,21421
2023-06-01,EE3600019782,LHV Pensionifond Rahulik,96796.57,925,1039
2023-06-01,EE3600001723,LHV Pensionifond Roheline,662453.62,5462,6529
2023-06-01,EE3600019824,LHV Pensionifond S,205938.24,1958,2209
2023-06-01,EE3600019774,LHV Pensionifond Tasakaalukas,568185.97,5383,6252
2023-06-01,EE3600103503,Luminor 16-50 pensionifond,761668.88,6406,7677
2023-06-01,EE3600098430,Luminor 50-56 pensionifond,1140190.59,8850,10478
2023-06-01,EE3600098448,Luminor 56+ pensionifond,113158.14,984,1135
2023-06-01,EE3600098455,Luminor 61-65 pensionifond,121128.99,1169,1330
2023-06-01,EE3600001806,Luminor Indeks Pensionifond,30063.11,185,241
2023-06-01,EE3600103297,SEB Energiline Pensionifond,1354732.92,12497,14655
2023-06-01,EE3600001699,SEB pensionifond 18+,226574.44,2010,2323
2023-06-01,EE3600019725,SEB pensionifond 55+,2835755.36,25386,29396
2023-06-01,EE3600098612,SEB pensionifond 60+,149490.7,1546,1780
2023-06-01,EE3600019717,SEB pensionifond 65+,247757.21,2454,2797
2023-06-01,EE3600109427,SEB pensionifond indeks,1819642.24,16103,18626
2023-06-01,EE3600001814,Swedbank Pensionifond Indeks,649235.62,6577,7407
2023-06-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1532941.12,15692,17855
2023-06-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5012573.6,43778,50437
2023-06-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4421479.68,38643,45307
2023-06-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,40847.0,651,732
2023-06-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,3611810.86,33509,39303
2023-06-01,EE3600019733,Swedbanki pensionifond Konservatiivne,233752.32,2280,2580
2023-06-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3506194.28,21516,26321
2023-06-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,77344.66,632,710
2023-07-01,EE3600019832,LHV Pensionifond Ettevõtlik,5491342.2,41333,48115
2023-07-01,EE3600109401,LHV Pensionifond Indeks,1479238.13,12456,13966
2023-07-01,EE3600019766,LHV Pensionifond Julge,2208427.61,16914,19457
2023-07-01,EE3600019782,LHV Pensionifond Rahulik,105022.51,912,1018
2023-07-01,EE3600001723,LHV Pensionifond Roheline,656711.12,5165,5989
2023-07-01,EE3600019824,LHV Pensionifond S,219484.95,1888,2118
2023-07-01,EE3600019774,LHV Pensionifond Tasakaalukas,626615.82,5278,6161
2023-07-01,EE3600103503,Luminor 16-50 pensionifond,813749.24,6366,7359
2023-07-01,EE3600098430,Luminor 50-56 pensionifond,1190601.04,8636,10121
2023-07-01,EE3600098448,Luminor 56+ pensionifond,111532.01,973,1120
2023-07-01,EE3600098455,Luminor 61-65 pensionifond,126343.26,1142,1311
2023-07-01,EE3600001806,Luminor Indeks Pensionifond,29613.53,182,229
2023-07-01,EE3600103297,SEB Energiline Pensionifond,1337078.35,11699,13400
2023-07-01,EE3600001699,SEB pensionifond 18+,236092.43,2005,2257
2023-07-01,EE3600019725,SEB pensionifond 55+,2907186.12,24366,27807
2023-07-01,EE3600098612,SEB pensionifond 60+,156023.18,1500,1712
2023-07-01,EE3600019717,SEB pensionifond 65+,259113.91,2415,2738
2023-07-01,EE3600109427,SEB pensionifond indeks,1873188.01,15963,17980
2023-07-01,EE3600001814,Swedbank Pensionifond Indeks,691005.52,6780,7478
2023-07-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1675137.42,15732,18029
2023-07-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5313044.63,42962,49152
2023-07-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4337225.25,36063,41018
2023-07-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,52975.22,799,893
2023-07-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,3656830.97,32476,36905
2023-07-01,EE3600019733,Swedbanki pensionifond Konservatiivne,241687.16,2209,2475
2023-07-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3511704.29,20328,23767
2023-07-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,82589.62,628,700
2023-08-01,EE3600019832,LHV Pensionifond Ettevõtlik,5480379.29,41523,50908
2023-08-01,EE3600109401,LHV Pensionifond Indeks,1576226.41,13413,15938
2023-08-01,EE3600019766,LHV Pensionifond Julge,2396914.69,17808,22737
2023-08-01,EE3600019782,LHV Pensionifond Rahulik,99064.32,896,1022
2023-08-01,EE3600001723,LHV Pensionifond Roheline,657916.85,5250,6539
2023-08-01,EE3600019824,LHV Pensionifond S,209548.23,1853,2159
2023-08-01,EE3600019774,LHV Pensionifond Tasakaalukas,569357.25,5111,5913
2023-08-01,EE3600103503,Luminor 16-50 pensionifond,904173.93,7115,9105
2023-08-01,EE3600098430,Luminor 50-56 pensionifond,1186812.2,8649,10455
2023-08-01,EE3600098448,Luminor 56+ pensionifond,106783.58,934,1073
2023-08-01,EE3600098455,Luminor 61-65 pensionifond,117868.48,1095,1269
2023-08-01,EE3600001806,Luminor Indeks Pensionifond,28516.23,185,235
2023-08-01,EE3600103297,SEB Energiline Pensionifond,1463269.5,12483,15873
2023-08-01,EE3600001699,SEB pensionifond 18+,263724.94,2252,2755
2023-08-01,EE3600019725,SEB pensionifond 55+,2937755.6,24694,29667
2023-08-01,EE3600098612,SEB pensionifond 60+,154048.16,1510,1779
2023-08-01,EE3600019717,SEB pensionifond 65+,248482.45,2379,2734
2023-08-01,EE3600109427,SEB pensionifond indeks,2016547.19,17361,20903
2023-08-01,EE3600001814,Swedbank Pensionifond Indeks,771074.48,7626,8745
2023-08-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1597780.18,15610,17701
2023-08-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5167024.55,42956,50203
2023-08-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4734589.37,38129,48459
2023-08-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,69319.5,1059,1206
2023-08-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4127761.55,35787,44629
2023-08-01,EE3600019733,Swedbanki pensionifond Konservatiivne,239690.37,2199,2558
2023-08-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3867322.02,22163,29288
2023-08-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,107487.13,637,733
2023-09-01,EE3600019832,LHV Pensionifond Ettevõtlik,4971132.49,40199,46474
2023-09-01,EE3600109401,LHV Pensionifond Indeks,1523942.16,13418,15044
2023-09-01,EE3600019766,LHV Pensionifond Julge,2132863.24,17388,20257
2023-09-01,EE3600019782,LHV Pensionifond Rahulik,90970.43,858,939
2023-09-01,EE3600001723,LHV Pensionifond Roheline,593179.53,4967,5741
2023-09-01,EE3600019824,LHV Pensionifond S,189643.17,1788,2014
2023-09-01,EE3600019774,LHV Pensionifond Tasakaalukas,530486.53,5016,5721
2023-09-01,EE3600103503,Luminor 16-50 pensionifond,839153.19,7086,8300
2023-09-01,EE3600098430,Luminor 50-56 pensionifond,1041381.63,8355,9688
2023-09-01,EE3600098448,Luminor 56+ pensionifond,96455.93,907,1020
2023-09-01,EE3600098455,Luminor 61-65 pensionifond,105063.14,1043,1188
2023-09-01,EE3600001806,Luminor Indeks Pensionifond,29231.55,187,233
2023-09-01,EE3600103297,SEB Energiline Pensionifond,1294351.95,11999,13864
2023-09-01,EE3600001699,SEB pensionifond 18+,248335.82,2289,2590
2023-09-01,EE3600019725,SEB pensionifond 55+,2643220.23,23967,27197
2023-09-01,EE3600098612,SEB pensionifond 60+,140710.22,1448,1613
2023-09-01,EE3600019717,SEB pensionifond 65+,228318.2,2319,2594
2023-09-01,EE3600109427,SEB pensionifond indeks,1939446.45,17340,19593
2023-09-01,EE3600001814,Swedbank Pensionifond Indeks,776258.49,7836,8626
2023-09-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1477846.56,15283,17162
2023-09-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4697574.47,41642,47140
2023-09-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4190518.81,36676,42204
2023-09-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,82764.55,1194,1336
2023-09-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,3923578.74,35754,41058
2023-09-01,EE3600019733,Swedbanki pensionifond Konservatiivne,213033.87,2112,2361
2023-09-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3559312.27,22069,26288
2023-09-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,72723.17,614,683
2023-10-01,EE3600019832,LHV Pensionifond Ettevõtlik,5127712.23,40571,47991
2023-10-01,EE3600109401,LHV Pensionifond Indeks,1550131.22,13123,15104
2023-10-01,EE3600019766,LHV Pensionifond Julge,2194091.3,17549,20819
2023-10-01,EE3600019782,LHV Pensionifond Rahulik,92180.03,851,963
2023-10-01,EE3600001723,LHV Pensionifond Roheline,574626.75,4838,5745
2023-10-01,EE3600019824,LHV Pensionifond S,191789.73,1809,2059
2023-10-01,EE3600019774,LHV Pensionifond Tasakaalukas,574652.99,5066,5936
2023-10-01,EE3600103503,Luminor 16-50 pensionifond,875634.12,7317,8736
2023-10-01,EE3600098430,Luminor 50-56 pensionifond,1097939.7,8374,9920
2023-10-01,EE3600098448,Luminor 56+ pensionifond,101508.65,921,1054
2023-10-01,EE3600098455,Luminor 61-65 pensionifond,106857.04,1032,1179
2023-10-01,EE3600001806,Luminor Indeks Pensionifond,31332.07,185,232
2023-10-01,EE3600103297,SEB Energiline Pensionifond,1328634.33,12004,14163
2023-10-01,EE3600001699,SEB pensionifond 18+,279429.52,2469,2847
2023-10-01,EE3600019725,SEB pensionifond 55+,2795602.51,24218,28133
2023-10-01,EE3600098612,SEB pensionifond 60+,156056.94,1490,1726
2023-10-01,EE3600019717,SEB pensionifond 65+,247988.68,2353,2679
2023-10-01,EE3600109427,SEB pensionifond indeks,2002370.55,17365,20067
2023-10-01,EE3600001814,Swedbank Pensionifond Indeks,787570.92,7767,8813
2023-10-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1600191.19,15715,17973
2023-10-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5003622.58,42625,49345
2023-10-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4331713.31,37100,43721
2023-10-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,83747.33,1251,1397
2023-10-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4026823.14,36123,42469
2023-10-01,EE3600019733,Swedbanki pensionifond Konservatiivne,235792.49,2162,2458
2023-10-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3695324.8,22459,27353
2023-10-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,76817.87,613,689
2023-11-01,EE3600019832,LHV Pensionifond Ettevõtlik,5055831.68,40113,47379
2023-11-01,EE3600109401,LHV Pensionifond Indeks,1486147.44,12831,14730
2023-11-01,EE3600019766,LHV Pensionifond Julge,2187163.52,17655,20912
2023-11-01,EE3600019782,LHV Pensionifond Rahulik,91541.02,844,952
2023-11-01,EE3600001723,LHV Pensionifond Roheline,542667.76,4538,5348
2023-11-01,EE3600019824,LHV Pensionifond S,190761.23,1773,2022
2023-11-01,EE3600019774,LHV Pensionifond Tasakaalukas,540032.86,4993,5795
2023-11-01,EE3600103503,Luminor 16-50 pensionifond,885991.12,7433,8839
2023-11-01,EE3600098430,Luminor 50-56 pensionifond,1046558.67,8175,9640
2023-11-01,EE3600098448,Luminor 56+ pensionifond,95142.77,884,1023
2023-11-01,EE3600098455,Luminor 61-65 pensionifond,101700.94,1007,1155
2023-11-01,EE3600001806,Luminor Indeks Pensionifond,27098.84,178,228
2023-11-01,EE3600103297,SEB Energiline Pensionifond,1295796.68,11845,13945
2023-11-01,EE3600001699,SEB pensionifond 18+,284985.29,2566,2967
2023-11-01,EE3600019725,SEB pensionifond 55+,2656460.66,23761,27530
2023-11-01,EE3600098612,SEB pensionifond 60+,139868.28,1448,1659
2023-11-01,EE3600019717,SEB pensionifond 65+,228203.06,2294,2603
2023-11-01,EE3600109427,SEB pensionifond indeks,1966032.84,17219,19867
2023-11-01,EE3600001814,Swedbank Pensionifond Indeks,790040.98,7693,8682
2023-11-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1519850.61,15403,17571
2023-11-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4822393.9,41937,48392
2023-11-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4285724.26,36899,43406
2023-11-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,86113.28,1313,1477
2023-11-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4046751.01,36461,42675
2023-11-01,EE3600019733,Swedbanki pensionifond Konservatiivne,211256.14,2101,2395
2023-11-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3746925.02,22661,27807
2023-11-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,73617.64,605,678
2023-12-01,EE3600019832,LHV Pensionifond Ettevõtlik,5011030.43,39304,46218
2023-12-01,EE3600109401,LHV Pensionifond Indeks,1485740.41,12565,14454
2023-12-01,EE3600019766,LHV Pensionifond Julge,2186467.68,17455,20621
2023-12-01,EE3600019782,LHV Pensionifond Rahulik,89689.0,819,917
2023-12-01,EE3600001723,LHV Pensionifond Roheline,518996.29,4192,4996
2023-12-01,EE3600019824,LHV Pensionifond S,184717.95,1712,1954
2023-12-01,EE3600019774,LHV Pensionifond Tasakaalukas,534323.56,4906,5707
2023-12-01,EE3600103503,Luminor 16-50 pensionifond,902153.82,7494,8832
2023-12-01,EE3600098430,Luminor 50-56 pensionifond,1043213.35,7975,9381
2023-12-01,EE3600098448,Luminor 56+ pensionifond,95897.09,855,986
2023-12-01,EE3600098455,Luminor 61-65 pensionifond,100311.44,969,1110
2023-12-01,EE3600001806,Luminor Indeks Pensionifond,27238.39,170,215
2023-12-01,EE3600103297,SEB Energiline Pensionifond,1280177.28,11584,13586
2023-12-01,EE3600001699,SEB pensionifond 18+,300917.0,2659,3088
2023-12-01,EE3600019725,SEB pensionifond 55+,2694163.77,23259,26827
2023-12-01,EE3600098612,SEB pensionifond 60+,141582.38,1403,1623
2023-12-01,EE3600019717,SEB pensionifond 65+,226955.94,2204,2487
2023-12-01,EE3600109427,SEB pensionifond indeks,2007437.41,17098,19630
2023-12-01,EE3600001814,Swedbank Pensionifond Indeks,813756.17,7623,8597
2023-12-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1531763.86,15235,17322
2023-12-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4839442.48,41389,47610
2023-12-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4240022.19,36227,42300
2023-12-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,90826.35,1414,1603
2023-12-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4126004.55,36350,42567
2023-12-01,EE3600019733,Swedbanki pensionifond Konservatiivne,210666.88,2048,2323
2023-12-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,3894451.73,23335,28485
2023-12-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,74879.76,617,695
2024-01-01,EE3600019832,LHV Pensionifond Ettevõtlik,5398562.31,38514,46143
2024-01-01,EE3600109401,LHV Pensionifond Indeks,1622609.95,12852,14757
2024-01-01,EE3600019766,LHV Pensionifond Julge,2371917.61,17447,20856
2024-01-01,EE3600019782,LHV Pensionifond Rahulik,95462.94,815,917
2024-01-01,EE3600001723,LHV Pensionifond Roheline,520235.43,4046,4825
2024-01-01,EE3600019824,LHV Pensionifond S,202416.26,1691,1962
2024-01-01,EE3600019774,LHV Pensionifond Tasakaalukas,595247.58,4863,5744
2024-01-01,EE3600103503,Luminor 16-50 pensionifond,987463.85,7580,9090
2024-01-01,EE3600098430,Luminor 50-56 pensionifond,1096043.28,7764,9328
2024-01-01,EE3600098448,Luminor 56+ pensionifond,103229.66,826,969
2024-01-01,EE3600098455,Luminor 61-65 pensionifond,103894.74,946,1100
2024-01-01,EE3600001806,Luminor Indeks Pensionifond,30923.59,175,225
2024-01-01,EE3600103297,SEB Energiline Pensionifond,1914.42,32,32
2024-01-01,EE3600001699,SEB pensionifond 18+,1697526.36,14107,16643
2024-01-01,EE3600019725,SEB pensionifond 55+,2892538.37,22965,27034
2024-01-01,EE3600098612,SEB pensionifond 60+,149708.24,1398,1627
2024-01-01,EE3600019717,SEB pensionifond 65+,244917.16,2182,2501
2024-01-01,EE3600109427,SEB pensionifond indeks,2193367.75,17383,20105
2024-01-01,EE3600001814,Swedbank Pensionifond Indeks,955417.39,8016,9046
2024-01-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1696004.28,15104,17590
2024-01-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,5254251.33,40750,47740
2024-01-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4556134.73,35727,42241
2024-01-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,106051.38,1509,1699
2024-01-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4506630.91,36951,43521
2024-01-01,EE3600019733,Swedbanki pensionifond Konservatiivne,233587.84,2066,2375
2024-01-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4397772.79,23976,29752
2024-01-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,90295.03,621,705
2024-02-01,EE3600019832,LHV Pensionifond Ettevõtlik,4794750.35,37509,44053
2024-02-01,EE3600109401,LHV Pensionifond Indeks,1534390.33,13359,15165
2024-02-01,EE3600019766,LHV Pensionifond Julge,2284638.6,17369,20472
2024-02-01,EE3600019782,LHV Pensionifond Rahulik,86543.2,783,880
2024-02-01,EE3600001723,LHV Pensionifond Roheline,456117.95,3804,4459
2024-02-01,EE3600019824,LHV Pensionifond S,173523.48,1620,1843
2024-02-01,EE3600019774,LHV Pensionifond Tasakaalukas,512500.56,4690,5399
2024-02-01,EE3600103503,Luminor 16-50 pensionifond,940455.98,7895,9318
2024-02-01,EE3600098430,Luminor 50-56 pensionifond,1001183.96,7572,8871
2024-02-01,EE3600098448,Luminor 56+ pensionifond,85512.8,794,901
2024-02-01,EE3600098455,Luminor 61-65 pensionifond,89716.46,884,1004
2024-02-01,EE3600001806,Luminor Indeks Pensionifond,28626.63,180,230
2024-02-01,EE3600001699,SEB pensionifond 18+,1569913.09,14053,16396
2024-02-01,EE3600019725,SEB pensionifond 55+,2545479.76,22369,25754
2024-02-01,EE3600098612,SEB pensionifond 60+,134129.73,1355,1548
2024-02-01,EE3600019717,SEB pensionifond 65+,213625.01,2095,2365
2024-02-01,EE3600109427,SEB pensionifond indeks,2097008.97,18105,20635
2024-02-01,EE3600001814,Swedbank Pensionifond Indeks,902722.34,8808,9890
2024-02-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1487836.53,14788,16825
2024-02-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4699527.06,40208,45968
2024-02-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4175879.02,35057,40861
2024-02-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,123376.77,1963,2216
2024-02-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4294918.63,37126,43350
2024-02-01,EE3600019733,Swedbanki pensionifond Konservatiivne,199940.68,1971,2221
2024-02-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4072998.01,23974,29198
2024-02-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,73132.21,595,670
2024-03-01,EE3600019832,LHV Pensionifond Ettevõtlik,4813153.77,37002,43969
2024-03-01,EE3600109401,LHV Pensionifond Indeks,1644655.95,13305,15472
2024-03-01,EE3600019766,LHV Pensionifond Julge,2219579.93,17406,20755
2024-03-01,EE3600019782,LHV Pensionifond Rahulik,85954.07,765,862
2024-03-01,EE3600001723,LHV Pensionifond Roheline,461550.95,3641,4337
2024-03-01,EE3600019824,LHV Pensionifond S,175491.36,1578,1824
2024-03-01,EE3600019774,LHV Pensionifond Tasakaalukas,520108.35,4671,5465
2024-03-01,EE3600103503,Luminor 16-50 pensionifond,1054748.51,8691,10300
2024-03-01,EE3600098430,Luminor 50-56 pensionifond,986664.9,7418,8787
2024-03-01,EE3600098448,Luminor 56+ pensionifond,84378.83,777,889
2024-03-01,EE3600098455,Luminor 61-65 pensionifond,90862.67,865,1005
2024-03-01,EE3600001806,Luminor Indeks Pensionifond,27125.28,174,230
2024-03-01,EE3600001699,SEB pensionifond 18+,1595707.73,14092,16587
2024-03-01,EE3600019725,SEB pensionifond 55+,2578609.74,22097,25740
2024-03-01,EE3600098612,SEB pensionifond 60+,136138.96,1355,1583
2024-03-01,EE3600019717,SEB pensionifond 65+,214721.34,2068,2368
2024-03-01,EE3600109427,SEB pensionifond indeks,2224619.12,18202,21198
2024-03-01,EE3600001814,Swedbank Pensionifond Indeks,977492.44,8979,10222
2024-03-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1506841.52,14789,16984
2024-03-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4746228.49,39992,46342
2024-03-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4248777.75,34880,41171
2024-03-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,128546.76,2009,2242
2024-03-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4496969.85,37632,44741
2024-03-01,EE3600019733,Swedbanki pensionifond Konservatiivne,203940.41,1927,2220
2024-03-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4318072.13,24427,30365
2024-03-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,77966.43,584,664
2024-04-01,EE3600019832,LHV Pensionifond Ettevõtlik,4858267.85,36377,42777
2024-04-01,EE3600109401,LHV Pensionifond Indeks,1630804.59,13374,15181
2024-04-01,EE3600019766,LHV Pensionifond Julge,2235291.01,17568,20664
2024-04-01,EE3600019782,LHV Pensionifond Rahulik,86657.1,753,848
2024-04-01,EE3600001723,LHV Pensionifond Roheline,442103.19,3463,4106
2024-04-01,EE3600019824,LHV Pensionifond S,172806.61,1566,1784
2024-04-01,EE3600019774,LHV Pensionifond Tasakaalukas,523134.78,4578,5297
2024-04-01,EE3600103503,Luminor 16-50 pensionifond,1140994.47,9055,10711
2024-04-01,EE3600098430,Luminor 50-56 pensionifond,997098.4,7280,8534
2024-04-01,EE3600098448,Luminor 56+ pensionifond,86136.45,750,863
2024-04-01,EE3600098455,Luminor 61-65 pensionifond,90180.96,851,975
2024-04-01,EE3600001806,Luminor Indeks Pensionifond,30873.84,173,223
2024-04-01,EE3600001699,SEB pensionifond 18+,1623926.41,14142,16449
2024-04-01,EE3600019725,SEB pensionifond 55+,2618658.5,21948,25294
2024-04-01,EE3600098612,SEB pensionifond 60+,132121.01,1332,1525
2024-04-01,EE3600019717,SEB pensionifond 65+,215521.6,2009,2254
2024-04-01,EE3600109427,SEB pensionifond indeks,2273135.82,18456,21101
2024-04-01,EE3600001814,Swedbank Pensionifond Indeks,1028163.8,9279,10417
2024-04-01,EE3600019741,Swedbanki pensionifond 1960-69 sündinutele,1538224.91,14630,16637
2024-04-01,EE3600019758,Swedbanki pensionifond 1970-79 sündinutele,4944660.74,39906,45845
2024-04-01,EE3600103248,Swedbanki pensionifond 1980-89 sündinutele,4274502.66,34709,40552
2024-04-01,EE3600001848,Swedbanki pensionifond 2000-09 sündinutele,137842.75,2152,2412
2024-04-01,EE3600109393,Swedbanki pensionifond indeks 1990-99 sündinutele,4607055.17,38426,44724
2024-04-01,EE3600019733,Swedbanki pensionifond Konservatiivne,203020.77,1886,2133
2024-04-01,EE3600109435,Tuleva Maailma Aktsiate Pensionifond,4478580.94,24890,30259
2024-04-01,EE3600109443,Tuleva Maailma Võlakirjade Pensionifond,73190.37,593,669
2024-05-01,EE3600019832,LHV Pensionifond Ettevõtlik,4957647.26,35723,61518
2024-05-01,EE3600109401,LHV Pensionifond Indeks,1694298.46,13397,20660
2024-05-01,EE3600019766,LHV Pensionifond Julge,2323484.59,17611,28757
2024-05-01,EE3600019782,LHV Pensionifond Rahulik,86485.07,748,1165
2024-05-01,EE3600001723,LHV Pensionifond Roheline,430918.82,3315,5392
2024-05-01,EE3600019824,LHV Pensionifond S,176900.02,1556,2564
