stock_id,name,weight,location,sector
300759|China,PHARMARON BEIJING LTD A,0.000304049942087595,China,Health Care
002252|China,SHANGHAI RAAS BLOOD PRODUCTS LTD A,0.000304049942087595,China,Health Care
300832|China,SHENZHEN NEW INDUSTRIES BIOMEDICAL,0.000304049942087595,China,Health Care
000932|China,HUNAN VALIN STEEL LTD A,0.000304049942087595,China,Materials
601577|China,BANK OF CHANGSHA LTD A,0.000304049942087595,China,Financials
688082|China,ACM RESEARCH (SHANGHAI) INC A,0.000304049942087595,China,Information Technology
600109|China,SINOLINK SECURITIES LTD A,0.00026604369932664557,China,Financials
603369|China,JIANGSU KINGS LUCK BREWERY LTD A,0.00026604369932664557,China,Consumer Staples
300339|China,JIANGSU HOPERUN SOFTWARE LTD A,0.00026604369932664557,China,Information Technology
601933|China,YONGHUI SUPERSTORES LTD A,0.00026604369932664557,China,Consumer Staples
002966|China,BANK OF SUZHOU LTD A,0.00026604369932664557,China,Financials
601696|China,BOC INTERNATIONAL (CHINA) LTD A,0.00026604369932664557,China,Financials
600332|China,GUANGZHOU BAIYUNSHAN PHARMACEUTICA,0.00026604369932664557,China,Health Care
600298|China,ANGEL YEAST LTD A,0.00026604369932664557,China,Consumer Staples
000728|China,GUOYUAN SECURITIES LTD A,0.00026604369932664557,China,Financials
603160|China,SHENZHEN GOODIX TECHNOLOGY LTD A,0.00026604369932664557,China,Information Technology
688169|China,BEIJING ROBOROCK TECHNOLOGY LTD A,0.00026604369932664557,China,Consumer Discretionary
688538|China,EVERDISPLAY OPTRONICS (SHANGHAI) L,0.00026604369932664557,China,Information Technology
002673|China,WESTERN SECURITIES CO LTD A,0.00026604369932664557,China,Financials
688608|China,BESTECHNIC (SHANGHAI) LTD A,0.00026604369932664557,China,Information Technology
600009|China,SHANGHAI INTERNATIONAL AIRPORT LTD,0.00026604369932664557,China,Industrials
002085|China,ZHEJIANG WANFENG AUTO WHEEL LTD A,0.00026604369932664557,China,Consumer Discretionary
688617|China,APT MEDICAL INC A,0.00026604369932664557,China,Health Care
002223|China,JIANGSU YUYUE MEDICAL EQUIPMENT &,0.00026604369932664557,China,Health Care
000661|China,CHANGCHUN HIGH & NEW TECHNOLOGY IN,0.00026604369932664557,China,Health Care
688728|China,GALAXYCORE INC A,0.00022803745656569614,China,Information Technology
601136|China,CAPITAL SECURITIES CORP LTD A,0.00022803745656569614,China,Financials
002456|China,O FILM TECH LTD A,0.00022803745656569614,China,Information Technology
300347|China,HANGZHOU TIGERMED CONSULTING LTD A,0.0001520249710437975,China,Health Care
TVSLIN|India,TVS MOTORS COMPANY PRF LTD,0.00012952778096145723,India,Consumer Discretionary
TCELL.E|Turkey,TURKCELL ILETISIM HIZMETLERI A,0.0,Turkey,Communication
2618|Taiwan,EVA AIRWAYS CORP,0.0,Taiwan,Industrials
2618|China,JD LOGISTICS INC,0.0,China,Industrials
IGM|Canada,IGM FINANCIAL INC,0.0,Canada,Financials
TITIM|Italy,TELECOM ITALIA SPA,0.0,Italy,Communication
2615|Taiwan,WAN HAI LINES LTD,0.0,Taiwan,Industrials
2611|China,GUOTAI HAITONG SECURITIES CO LTD H,0.0,China,Financials
2609|Taiwan,YANG MING MARINE TRANSPORT CORP,0.0,Taiwan,Industrials
443060|Korea (South),HD HYUNDAI MARINE SOLUTION LTD,0.0,Korea (South),Industrials
2603|Taiwan,EVERGREEN MARINE CORP (TAIWAN) LTD,0.0,Taiwan,Industrials
IQCD|Qatar,INDUSTRIES QATAR,0.0,Qatar,Industrials
2525|China,HESAI GROUP CLASS B,0.0,China,Consumer Discretionary
EREGL.E|Turkey,EREGLI DEMIR VE CELIK FABRIKALARI,0.0,Turkey,Materials
CUAN|Indonesia,PETRINDO JAYA KREASI,0.0,Indonesia,Energy
COMI|Egypt,COMMERCIAL INTERNATIONAL BANK EGYP,0.0,Egypt,Financials
THYAO.E|Turkey,TURK HAVA YOLLARI AO A,0.0,Turkey,Industrials
ICL|Israel,ICL GROUP LTD,0.0,Israel,Materials
3533|Taiwan,LOTES LTD,0.0,Taiwan,Information Technology
270|China,GUANGDONG INVESTMENT LTD,0.0,China,Utilities
2799|China,CHINA CITIC FIN ASSET MGT LTD H,0.0,China,Financials
BBNI|Indonesia,BANK NEGARA INDONESIA,0.0,Indonesia,Financials
3618|China,CHONGQING RURAL COMMERCIAL BANK LT,0.0,China,Financials
DIB|United Arab Emirates,DB ISLAMIC BANK,0.0,United Arab Emirates,Financials
3692|China,HANSOH PHARMACEUTICAL GROUP LTD,0.0,China,Health Care
3750|China,CONTEMPORARY AMPEREX TECHNOLOGY LT,0.0,China,Industrials
3800|China,GCL TECHNOLOGY HOLDINGS LTD,0.0,China,Information Technology
3808|China,SINOTRUK (HONG KONG) LTD,0.0,China,Industrials
384|China,CHINA GAS HOLDINGS LTD,0.0,China,Utilities
3888|China,KINGSOFT LTD,0.0,China,Communication
3998|China,BOSIDENG INTERNATIONAL LTD,0.0,China,Consumer Discretionary
EMAARDEV|United Arab Emirates,EMAAR DEVELOPMENT,0.0,United Arab Emirates,Real Estate
2474|Taiwan,CATCHER TECHNOLOGY LTD,0.0,Taiwan,Information Technology
MIL|Poland,BANK MILLENNIUM SA,0.0,Poland,Financials
ISCTR.E|Turkey,TURKIYE IS BANKASI C,0.0,Turkey,Financials
285|China,BYD ELECTRONIC (INTERNATIONAL) LTD,0.0,China,Information Technology
489|China,DONGFENG MOTOR GROUP LTD H,0.0,China,Consumer Discretionary
BCE|Canada,BCE INC,0.0,Canada,Communication
2367|China,GIANT BIOGENE HOLDING LTD,0.0,China,Consumer Staples
CBQK|Qatar,COMMERCIAL BANK OF QATAR,0.0,Qatar,Financials
4938|Taiwan,PEGATRON CORP,0.0,Taiwan,Information Technology
4958|Taiwan,ZHEN DING TECHNOLOGY HOLDING LTD,0.0,Taiwan,Information Technology
CHDRAUIB|Mexico,GRUPO COMERCIAL CHEDRAUI,0.0,Mexico,Consumer Staples
CDB|Malaysia,CELCOMDIGI,0.0,Malaysia,Communication
5347|Taiwan,VANGUARD INTERNATIONAL SEMICONDUCT,0.0,Taiwan,Information Technology
5871|Taiwan,CHAILEASE HOLDING LTD,0.0,Taiwan,Financials
BZ|China,KANZHUN AMERICAN DEPOSITORY SHARES,0.0,China,Industrials
BEKE|China,KE HOLDINGS ADR REPRESENTING INC,0.0,China,Real Estate
-|United States,CYBERARK SOFTWARE CONTRA,0.0,United States,Other
BRPT|Indonesia,BARITO PACIFIC,0.0,Indonesia,Materials
2395|Taiwan,ADVANTECH LTD,0.0,Taiwan,Information Technology
BRMS|Indonesia,BUMI RESOURCES MINERALS,0.0,Indonesia,Materials
BREN|Indonesia,BARITO RENEWABLES ENERGY,0.0,Indonesia,Utilities
KIMBERA|Mexico,KIMBERLY-CLARK DE MEXICO CLASS A,0.0,Mexico,Consumer Staples
2379|Taiwan,REALTEK SEMICONDUCTOR CORP,0.0,Taiwan,Information Technology
4904|Taiwan,FAR EASTONE TELECOMMUNICATIONS LTD,0.0,Taiwan,Communication
BDX|Poland,BUDIMEX SA,0.0,Poland,Industrials
LEGN|China,LEGEND BIOTECH ADR REP CORP,0.0,China,Health Care
TPIA|Indonesia,CHANDRA ASRI PACIFIC,0.0,Indonesia,Materials
SWB|Malaysia,SUNWAY BHD,0.0,Malaysia,Industrials
2356|Taiwan,INVENTEC CORP,0.0,Taiwan,Information Technology
2338|China,WEICHAI POWER LTD H,0.0,China,Industrials
2299955D|Canada,CONSTELLATION SOFTWARE INC,0.0,Canada,Information Technology
AMMN|Indonesia,AMMAN MINERAL INTERNASIONAL,0.0,Indonesia,Materials
2268|China,WUXI XDC CAYMAN INC,0.0,China,Health Care
2228|China,XTALPI HOLDINGS LTD,0.0,China,Health Care
2207|Taiwan,HOTAI MOTOR LTD,0.0,Taiwan,Consumer Discretionary
2059|Taiwan,KING SLIDE WORKS LTD,0.0,Taiwan,Information Technology
AKBNK.E|Turkey,AKBANK A,0.0,Turkey,Financials
2912|Taiwan,PRESIDENT CHAIN STORE CORP,0.0,Taiwan,Consumer Staples
2026|China,PONY AI INC,0.0,China,Information Technology
2018|China,AAC TECHNOLOGIES HOLDINGS INC,0.0,China,Information Technology
VALT|South Africa,VALTERRA PLATINUM LTD,0.0,South Africa,Materials
2376|Taiwan,GIGABYTE TECHNOLOGY LTD,0.0,Taiwan,Information Technology
KCHOL.E|Turkey,KOC HOLDING A,0.0,Turkey,Industrials
1548|China,GENSCRIPT BIOTECH CORP,0.0,China,Health Care
TPEIR|Greece,PIRAEUS BANK SA,0.0,Greece,Financials
MRDIY|Malaysia,MR D.I.Y. GROUP (M),0.0,Malaysia,Consumer Discretionary
902|China,HUANENG POWER INTERNATIONAL INC H,0.0,China,Utilities
180640|Korea (South),HANJIN KAL,0.0,Korea (South),Consumer Discretionary
960|China,LONGFOR GROUP HOLDINGS LTD,0.0,China,Real Estate
9660|China,HORIZON ROBOTICS,0.0,China,Information Technology
966|China,CHINA TAIPING INSURANCE HLDGS LTD,0.0,China,Financials
9863|China,ZHEJIANG LEAPMOTOR TECHNOLOGY LTD,0.0,China,Consumer Discretionary
1929|China,CHOW TAI FOOK JEWELLERY GROUP LTD,0.0,China,Consumer Discretionary
1504|Taiwan,TECO ELECTRIC & MACHINERY LTD,0.0,Taiwan,Industrials
291|China,CHINA RESOURCES BEER HOLDINGS LTD,0.0,China,Consumer Staples
6969|China,SMOORE INTERNATIONAL HOLDINGS LTD,0.0,China,Consumer Staples
YKBNK.E|Turkey,YAPI VE KREDI BANKASI A,0.0,Turkey,Financials
000100|Korea (South),YUHAN CORP,0.0,Korea (South),Health Care
018260|Korea (South),SAMSUNG SDS LTD,0.0,Korea (South),Information Technology
6186|China,CHINA FEIHE LTD,0.0,China,Consumer Staples
6181|China,LAOPU GOLD LTD H,0.0,China,Consumer Discretionary
900948|China,INNER MONGOLIA YITAI COAL LTD B,0.0,China,Energy
1776|China,GF SECURITIES LTD H,0.0,China,Financials
0126Z0|Korea (South),SAMSUNG EPIS HOLDINGS LTD,0.0,Korea (South),Health Care
1772|China,GANFENG LITHIUM LTD H,0.0,China,Materials
780|China,TONGCHENG TRAVEL HOLDINGS LTD,0.0,China,Consumer Discretionary
1585|China,YADEA GROUP HOLDINGS LTD,0.0,China,Consumer Discretionary
8069|Taiwan,E INK HOLDINGS INC,0.0,Taiwan,Information Technology
9896|China,MINISO GROUP HOLDING LTD,0.0,China,Consumer Discretionary
19|Hong Kong,SWIRE PACIFIC LTD A,0.0,Hong Kong,Industrials
836|China,CHINA RESOURCES POWER LTD,0.0,China,Utilities
1530|China,3SBIO INC,0.0,China,Health Care
6990|China,SICHUAN KELUN-BIOTECH BIOPHARMACEU,0.0,China,Health Care
1519|China,J&T GLOBAL EXPRESS LTD,0.0,China,Industrials
763|China,ZTE CORP H,0.0,China,Information Technology
9995|China,REMEGEN LTD H,0.0,China,Health Care
9880|China,UBTECH ROBOTICS CORP LTD H,0.0,China,Industrials
1590|Taiwan,AIRTAC INTERNATIONAL GROUP,0.0,Taiwan,Industrials
1988|China,CHINA MINSHENG BANKING CORP LTD H,0.0,China,Financials
168|China,TSINGTAO BREWERY LTD H,0.0,China,Consumer Staples
017670|Korea (South),SK TELECOM LTD,0.0,Korea (South),Communication
011200|Korea (South),HMM LTD,0.0,Korea (South),Industrials
DSSA|Indonesia,DIAN SWASTATIKA SENTOSA,0.0,Indonesia,Energy
OMAB|Mexico,GRUPO AEROPORTUARIO DEL CENTRO NOR,0.0,Mexico,Industrials
1193|China,CHINA RESOURCES GAS GROUP LTD,0.0,China,Utilities
6881|China,CHINA GALAXY SECURITIES LTD H,0.0,China,Financials
1171|China,YANKUANG ENERGY GROUP COMPANY LTD,0.0,China,Energy
1066|China,SHANDONG WEIGAO GP MEDICAL POLYMER,0.0,China,Health Care
SOL|South Africa,SASOL LTD,0.0,South Africa,Materials
1044|China,HENGAN INTERNATIONAL GROUP LTD,0.0,China,Consumer Staples
1038|Hong Kong,CHEUNG KONG INFRASTRUCTURE HOLDING,0.0,Hong Kong,Utilities
QAN|Australia,QANTAS AIRWAYS LTD,0.0,Australia,Industrials
ADNOCDIST|United Arab Emirates,ABU DHABI NATIONAL OIL COMPANY FOR,0.0,United Arab Emirates,Consumer Discretionary
SUNMED|Malaysia,SUNWAY HEALTHCARE HOLDINGS (PROPOS,0.0,Malaysia,Health Care
MNDY|Israel,MONDAYCOM LTD,0.0,Israel,Information Technology
3034|Taiwan,NOVATEK MICROELECTRONICS CORP,0.0,Taiwan,Information Technology
316|China,ORIENT OVERSEAS (INTERNATIONAL) LT,0.0,China,Industrials
3293|Taiwan,INTERNATIONAL GAMES SYSTEM LTD,0.0,Taiwan,Communication
3443|Taiwan,GLOBAL UNICHIP CORP,0.0,Taiwan,Information Technology
SPL|Poland,SANTANDER BANK POLSKA SA,0.0,Poland,Financials
1308|Hong Kong,SITC INTERNATIONAL HOLDINGS LTD,0.0,Hong Kong,Industrials
YTL|Malaysia,YTL CORPORATION,0.0,Malaysia,Utilities
1336|China,NEW CHINA LIFE INSURANCE COMPANY L,0.0,China,Financials
136|China,CHINA RUYI HOLDINGS LTD,0.0,China,Communication
005387|Korea (South),HYUNDAI MOTOR S2 PREF,0.0,Korea (South),Consumer Discretionary
003670|Korea (South),POSCO FUTURE M LTD,0.0,Korea (South),Industrials
ZAB|Poland,ZABKA GROUP SOCIETE ANONYME SA,0.0,Poland,Consumer Staples
SAHOL.E|Turkey,HACI OMER SABANCI HOLDING A,0.0,Turkey,Financials
SALIK|United Arab Emirates,SALIK COMPANY P.J.S.C,0.0,United Arab Emirates,Industrials
6030|China,CITIC SECURITIES COMPANY LTD H,0.0,China,Financials
003230|Korea (South),SAM YANG FOODS INC,0.0,Korea (South),Consumer Staples
6488|Taiwan,GLOBALWAFERS LTD,0.0,Taiwan,Information Technology
028300|Korea (South),HLB INC,0.0,Korea (South),Health Care
QGTS|Qatar,QATAR GAS TRANSPORT COMPANY LTD,0.0,Qatar,Energy
6862|China,HAIDILAO INTERNATIONAL HOLDING LTD,0.0,China,Consumer Discretionary
1357|China,MEITU INC,0.0,China,Communication
6919|Taiwan,CALIWAY BIOPHARMACEUTICALS LTD,0.0,Taiwan,Health Care
ADNOCDRILL|United Arab Emirates,ADNOC DRILLING COMPANY,0.0,United Arab Emirates,Energy
-|China,KANGMEI PHARMACEUTICAL RIGHTS OF I,0.0,China,Health Care
